"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9903","EC-127: Check whether user is able to enter Token URL or not (Qase ID: 127)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-127.spec.js","",""
"","9935","EC-560: Check whether a validation message is displayed when Connection Name is left empty (Qase ID: 560)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-560.spec.js","",""
"","8376","EC-551: Check whether user is able to select EHR system Epic (Qase ID: 551)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-551.spec.js","",""
"","9701","EC-567: Check whether the Client Secret field is optional (Qase ID: 567)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-567.spec.js","",""
"","9643","EC-575: Check whether the OAuth Callback URL field is displayed (Qase ID: 575)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-575.spec.js","",""
"","10224","EC-553: Check whether Add Epic Integration page loads successfully (Qase ID: 553)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-553.spec.js","",""
"","7989","EC-550: Check whether user is able to click Add New Connection button (Qase ID: 550)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-550.spec.js","",""
"","10351","EC-558: Check whether the Connection Name input field is displayed (Qase ID: 558)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-558.spec.js","",""
"","9454","EC-576: Check whether the OAuth Callback URL field is read-only (Qase ID: 576)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-576.spec.js","",""
"","9986","EC-144: Check whether user can clear all fields after entering data or not (Qase ID: 144)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-144.spec.js","",""
"","9980","EC-567: Check whether the Client Secret field is optional (Qase ID: 567)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-567.spec.js","",""
"","9647","EC-558: Check whether the Connection Name input field is displayed (Qase ID: 558)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-558.spec.js","",""
"","10030","EC-550: Check whether user is able to click Add New Connection button (Qase ID: 550)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-550.spec.js","",""
"","10075","EC-574: Check whether the EHR Launch URL indicates that it will be generated automatically (Qase ID: 574)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-574.spec.js","",""
"","10054","EC-570: Check whether the Embedded App URL field is displayed (Qase ID: 570)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-570.spec.js","",""
"","9675","EC-571: Check whether the Embedded App URL field accepts a valid URL format (Qase ID: 571)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-571.spec.js","",""
"","10074","EC-566: Check whether the Client Secret field is displayed (Qase ID: 566)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-566.spec.js","",""
"","9206","EC-123: Check whether user is able to enter Client ID or not (Qase ID: 123)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-123.spec.js","",""
"","11232","EC-116: Check whether user is able to see Description field or not (Qase ID: 116)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-116.spec.js","",""
"","1840","EC-87: Check whether user can enter only numbers in Password field (Qase ID: 87)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-87.spec.js","",""
"","10156","EC-572: Check whether a validation error is displayed for an invalid Embedded App URL (Qase ID: 572)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-572.spec.js","",""
"","9477","EC-563: Check whether the Client ID field is marked as mandatory (Qase ID: 563)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-563.spec.js","",""
"","9546","EC-560: Check whether a validation message is displayed when Connection Name is left empty (Qase ID: 560)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-560.spec.js","",""
"","3760","EC-78: Check whether the user is able to Log In using unregistered Username id (Qase ID: 78)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-78.spec.js","",""
"","11092","EC-579: Check whether the form is successfully submitted when all mandatory fields are filled with valid data (Qase ID: 579)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-579.spec.js","",""
"","1683","EC-75: Check whether user is able to see Username and Password fields on the login page or not (Qase ID: 75)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-75.spec.js","",""
"","8746","EC-550: Check whether user is able to click Add New Connection button (Qase ID: 550)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-550.spec.js","",""
"","11060","EC-551: Check whether user is able to select EHR system Epic (Qase ID: 551)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-551.spec.js","",""
"","9324","EC-112: Check whether user is able to click on Add Standalone Connection button or not (Qase ID: 112)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-112.spec.js","",""
"","9575","EC-555: Check whether the EMBED badge is displayed for OAuth Configuration (Qase ID: 555)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-555.spec.js","",""
"","10128","EC-578: Check whether the warning message to register the callback URL with Epic is displayed (Qase ID: 578)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-578.spec.js","",""
"","10627","EC-579: Check whether the form is successfully submitted when all mandatory fields are filled with valid data (Qase ID: 579)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-579.spec.js","",""
"","4833","EC-256: Check whether user is able to see Audit Logs option or not (Qase ID: 256)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-256.spec.js","",""
"","9553","EC-569: Check whether helper text for Client Secret is displayed (Qase ID: 569)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-569.spec.js","",""
"","4732","EC-258: Check whether user is able to see Profile option or not (Qase ID: 258)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-258.spec.js","",""
"","10066","EC-554: Check whether the Back button is displayed on the page (Qase ID: 554)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-554.spec.js","",""
"","11444","EC-114: Check whether user is able to see Connection Name field or not (Qase ID: 114)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-114.spec.js","",""
"","9930","EC-568: Check whether the Client Secret value is masked when entered (Qase ID: 568)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-568.spec.js","",""
"","10094","EC-565: Check whether the Client ID field accepts valid input (Qase ID: 565)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-565.spec.js","",""
"","9581","EC-567: Check whether the Client Secret field is optional (Qase ID: 567)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-567.spec.js","",""
"","1770","EC-85: Check whether user can enter characters less than specified range in Password field (Qase ID: 85)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-85.spec.js","",""
"","9282","EC-134: Check whether user is able to see Cancel button or not (Qase ID: 134)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-134.spec.js","",""
"","12905","EC-146: Check whether user can close the form using X button or escape key or not (Qase ID: 146)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-146.spec.js","",""
"","9781","EC-561: Check whether the form submission is blocked when Connection Name is missing (Qase ID: 561)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-561.spec.js","",""
"","11310","EC-118: Check whether user is able to see EHR System dropdown or not (Qase ID: 118)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-118.spec.js","",""
"","9883","EC-555: Check whether the EMBED badge is displayed for OAuth Configuration (Qase ID: 555)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-555.spec.js","",""
"","10070","EC-575: Check whether the OAuth Callback URL field is displayed (Qase ID: 575)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-575.spec.js","",""
"","11501","EC-132: Check whether user is able to see Key ID field or not (Qase ID: 132)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-132.spec.js","",""
"","10290","EC-136: Check whether form closes after clicking Cancel button or not (Qase ID: 136)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-136.spec.js","",""
"","11326","EC-124: Check whether user is able to see Client Secret field or not (Qase ID: 124)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-124.spec.js","",""
"","2810","EC-91: Check whether user is able to set only space as password (Qase ID: 91)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-91.spec.js","",""
"","12475","EC-564: Check whether a validation message is displayed when Client ID is left empty (Qase ID: 564)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-564.spec.js","",""
"","10118","EC-558: Check whether the Connection Name input field is displayed (Qase ID: 558)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-558.spec.js","",""
"","10281","EC-556: Check whether the EHR System field is displayed as read-only with value Epic (Qase ID: 556)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-556.spec.js","",""
"","9240","EC-129: Check whether user is able to enter Scope or not (Qase ID: 129)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-129.spec.js","",""
"","9753","EC-569: Check whether helper text for Client Secret is displayed (Qase ID: 569)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-569.spec.js","",""
"","9522","EC-566: Check whether the Client Secret field is displayed (Qase ID: 566)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-566.spec.js","",""
"","9834","EC-561: Check whether the form submission is blocked when Connection Name is missing (Qase ID: 561)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-561.spec.js","",""
"","10049","EC-570: Check whether the Embedded App URL field is displayed (Qase ID: 570)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-570.spec.js","",""
"","10067","EC-556: Check whether the EHR System field is displayed as read-only with value Epic (Qase ID: 556)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-556.spec.js","",""
"","10569","EC-580: Check whether a success message or notification is displayed after successful submission (Qase ID: 580)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-580.spec.js","",""
"","1802","EC-73: Check whether the alignments of displayed elements on the login screen is proper or not (Qase ID: 73)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-73.spec.js","",""
"","9968","EC-560: Check whether a validation message is displayed when Connection Name is left empty (Qase ID: 560)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-560.spec.js","",""
"","10038","EC-566: Check whether the Client Secret field is displayed (Qase ID: 566)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-566.spec.js","",""
"","10090","EC-569: Check whether helper text for Client Secret is displayed (Qase ID: 569)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-569.spec.js","",""
"","1787","EC-74: Check whether the size, color, and UI of different elements is matching the specifications or not (Qase ID: 74)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-74.spec.js","",""
"","4730","EC-267: Check whether user is able to see View All Logs option or not (Qase ID: 267)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-267.spec.js","",""
"","9998","EC-565: Check whether the Client ID field accepts valid input (Qase ID: 565)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-565.spec.js","",""
"","4799","EC-253: Check whether user is able to land on Dashboard page after login (Qase ID: 253)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-253.spec.js","",""
"","10105","EC-568: Check whether the Client Secret value is masked when entered (Qase ID: 568)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-568.spec.js","",""
"","4881","EC-264: Check whether user is able to see Active Workflows count on dashboard (Qase ID: 264)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-264.spec.js","",""
"","1677","EC-88: Check whether user can enter password with combination of space in Password field (Qase ID: 88)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-88.spec.js","",""
"","3830","EC-82: Check whether the user is able to Log In using invalid Password (Qase ID: 82)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-82.spec.js","",""
"","9725","EC-557: Check whether the Connection Type field is displayed as read-only with value Embed (Qase ID: 557)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-557.spec.js","",""
"","9338","EC-143: Check whether Base URL field validates URL format or not (Qase ID: 143)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-143.spec.js","",""
"","4776","EC-259: Check whether user is able to see Connections option or not (Qase ID: 259)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-259.spec.js","",""
"","9377","EC-141: Check whether Connection Name field accepts special characters or not (Qase ID: 141)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-141.spec.js","",""
"","9505","EC-565: Check whether the Client ID field accepts valid input (Qase ID: 565)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-565.spec.js","",""
"","1664","EC-71: Check whether user is able to open login page or not (Qase ID: 71)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-71.spec.js","",""
"","11209","EC-130: Check whether user is able to see Private Key field or not (Qase ID: 130)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-130.spec.js","",""
"","1739","EC-86: Check whether user can enter password with combination of special characters (Qase ID: 86)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-86.spec.js","",""
"","9925","EC-559: Check whether the Connection Name field accepts valid alphanumeric input (Qase ID: 559)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-559.spec.js","",""
"","12433","EC-120: Check whether user is able to see Base URL field or not (Qase ID: 120)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-120.spec.js","",""
"","4755","EC-76: Check whether user is able to enter valid Username and valid password and login or not (Qase ID: 76)","chromium","2026-01-27","passed","2026-01-27","","LoginTests/EC-76.spec.js","",""
"","10279","EC-578: Check whether the warning message to register the callback URL with Epic is displayed (Qase ID: 578)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-578.spec.js","",""
"","9309","EC-117: Check whether user is able to enter Description or not (Qase ID: 117)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-117.spec.js","",""
"","10040","EC-553: Check whether Add Epic Integration page loads successfully (Qase ID: 553)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-553.spec.js","",""
"","10325","EC-556: Check whether the EHR System field is displayed as read-only with value Epic (Qase ID: 556)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-556.spec.js","",""
"","12222","EC-554: Check whether the Back button is displayed on the page (Qase ID: 554)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-554.spec.js","",""
"","4732","EC-257: Check whether user is able to see Settings option or not (Qase ID: 257)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-257.spec.js","",""
"","10006","EC-573: Check whether the EHR Launch URL field is displayed as read-only (Qase ID: 573)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-573.spec.js","",""
"","9364","EC-142: Check whether Connection Name field has character limit or not (Qase ID: 142)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-142.spec.js","",""
"","9910","EC-573: Check whether the EHR Launch URL field is displayed as read-only (Qase ID: 573)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-573.spec.js","",""
"","9866","EC-554: Check whether the Back button is displayed on the page (Qase ID: 554)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-554.spec.js","",""
"","9962","EC-561: Check whether the form submission is blocked when Connection Name is missing (Qase ID: 561)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-561.spec.js","",""
"","6110","EC-261: Check whether user is able to click on the View Connections button or not (Qase ID: 261)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-261.spec.js","",""
"","7904","EC-262: Check whether user redirects to Connections page after clicking View Connections (Qase ID: 262)","chromium","2026-01-27","passed","2026-01-27","","DashboardTests/EC-262.spec.js","",""
"","10102","EC-576: Check whether the OAuth Callback URL field is read-only (Qase ID: 576)","firefox","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-576.spec.js","",""
"","10861","EC-559: Check whether the Connection Name field accepts valid alphanumeric input (Qase ID: 559)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-559.spec.js","",""
"","9945","EC-581: Check whether disabled fields (EHR System, Connection Type, EHR Launch URL, OAuth Callback URL) cannot be edited (Qase ID: 581)","webkit","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-581.spec.js","",""
"","10047","EC-564: Check whether a validation message is displayed when Client ID is left empty (Qase ID: 564)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-564.spec.js","",""
"","9670","EC-577: Check whether the OAuth Callback URL is auto-generated after required fields are filled (Qase ID: 577)","chromium","2026-01-27","passed","2026-01-27","","AddEpicEmbedConnectionTests/EC-577.spec.js","",""
"","9377","EC-145: Check whether form retains data after validation error or not (Qase ID: 145)","chromium","2026-01-27","passed","2026-01-27","","AddStandaloneConnectionTests/EC-145.spec.js","",""
